sentence,nutrient,pmid,label
"studies of anaemia in chf with esa and oral or iv iron and even with iv iron alone have shown a positive effect on hospitalisation, fatigue and shortness of breath, cardiac and renal function, quality-of-life, exercise capacity and reduced beta natriuretic peptide and have not demonstrated an increase in cardiovascular damage related to therapy.",iron,20586904,1
efficacy of iron supplementation on fatigue and physical capacity in non-anaemic iron-deficient adults: a systematic review of randomised controlled trials.,iron,29626044,1
iron-deficiency anemia (ida) in infants adversely impacts short-term hematological indices and long-term neuro-cognitive functions of learning and memory that result in both fatigue and low economic productivity.,iron,32330927,1
"data analysis of striation spacing, lifetime, and crack length in crankshaft ductile cast iron under cyclic bending loading through high-cycle fatigue regime.",iron,36426029,1
"iron deficiency anaemia is common, particularly in women, and is associated, for instance, with apathy, depression and rapid fatigue when exercising.",iron,17066209,1
"in order to examine whether symptoms of iron deficiency anemia are due to the iron deficiency itself or the associated anemia, 34 patients with polycytemia vera (pv) treated with venesectio, who had iron deficiency but normal hemoglobin (hb) levels, were given a questionnaire covering symptoms of iron deficiency including the international rls-scale and the fact-fatigue quality of life scale (qol).",iron,19225914,1
brain iron deposition and cognitive decline in patients with cerebral small vessel disease : a quantitative susceptibility mapping study.,iron,39789638,1
"therefore, we evaluated the fatigue symptoms, classified pd patients into fatigue group and non-fatigue group, and detected the levels of serotonin, iron and related proteins in csf and serum.",iron,28442790,1
"after iron supplementation there was a significant increase in s-ferritin levels and a decrease in s-transferrin levels, with an accompanying significant reduction of the symptom scores of vertigo/dizziness, irritability, depressive symptoms, and indisposition.",iron,16025871,1
"increased iron stores (521/1,030, 50.6%), prevention of postpartum depression (519/1,030, 50.4%), and increased energy/decreased fatigue (460/1,030, 44.7%) were the most commonly listed perceived benefits.",iron,30496722,1
iron deficiency and fatigue in adolescent females with heavy menstrual bleeding.,iron,23106971,1
"individuals with nonanemic iron deficiency or iron-deficiency anemia may be asymptomatic or experience fatigue, irritability, depression, difficulty concentrating, restless legs syndrome (32%-40%), pica (40%-50%), dyspnea, lightheadedness, exercise intolerance, and worsening heart failure (hf).",iron,40159291,1
"in mci, low csf s-adenosylmethionine (sam) and high theobromine were associated with clinical progression to dementia and high hdl, cholesterol, iron, and 1,25(oh)(2) vitamin d were associated with cognitive decline.",iron,32001171,1
we describe our initial experiences of using high-dose intravenous ferric derisomaltose (monofer(r)) infusions of 500 and 1000mg for iron deficiency and iron deficiency anaemia respectively in the outpatient setting.,iron,36169078,2
"the results showed that intravenous iron dextran starting at a dose of 10 mg/kg bw caused significant changes in liver iron concentration while starting at 20 mg/kg bw significantly affected hepatocyte morphology, transferrin levels, unsaturated iron binding capacity, serum iron levels, and transferrin saturation.",iron,39816089,2
the average daily requirement of approximately 1 - 2 mg iron must be covered with dietary intake in form of heme iron in meat and non-heme iron in vegetables and fortified cereal products.,iron,40066539,2
bioavailability studies showed that all three supplements provided adequate levels (at least 3.5 mg) of absorbed iron when taken postprandially.,iron,3274250,2
"ceo(2) nps, in a dose-dependent manner, with the highest increase observed in 100 mg/l ceo(2) nps treatment and increased roots and shoots magnesium (211.62-215.49%), iron (256.68-322.77%), zinc (225.89-181.49%), copper (21.99-138.09%), potassium (121.46-138.89%), calcium (118.22-91.32%), manganese (133.15-195.02%) under elevated co(2).",iron,39455820,2
"the stainable bone marrow iron was found to become stabilized at a level with reduced but still perceptible amounts when 20 mg iron was given, and at a level with somewhat greater amounts when the daily dose was 100 mg.",iron,1124659,2
forty-three patients were given iron treatment at a dose of 2*80 mg (iron sulfate) every other day.,iron,35460388,2
"this ciprofloxacin-induced tissue iron depletion was more pronounced when it was administered simultaneously with iron, when it was administered for a longer duration (2 months rather than 1 month) and when it was given in higher doses (14 mg/kg per day).",iron,27265493,2
"nonsupplemented women showed a significantly (p < 0.05) greater decline in iron stores than did supplemented women: 13.09 +/- 2.46 and 10.60 +/- 4.15 mg/kg, respectively.",iron,7661124,2
"the ability of rec-7004 to inhibit lipid peroxidation induced by iron/ascorbate, radiation (250 gy) and their combination [i.e., iron/ascorbate and radiation (250 gy)], was also investigated and was found to decrease in a dose-dependent manner (0.05-2 mg/ml).",iron,16013456,2
their average intake of iron was 13.99 +/- 6.26 mg/day; the average serum iron concentration was 108.61 +/- 29.13 micrograms/dl; the hemoglobin concentration was 12.94 +/- 1.10 g/dl.,iron,1340596,2
"results: the median daily intake of iron, zinc, selenium, and copper among adult residents in ten provinces was 17.4 mg, 8.7 mg, 38.3 mug, and 1.2 mg, respectively; the mean intake was 19.8 mg, 9.4 mg, 41.3 mug, and 1.4 mg, respectively.",iron,39719337,2
"one group received ipc (100 mg elemental iron), and the other group received fs (120 mg elemental iron) daily for 8 weeks.",iron,17435611,2
this study revealed that the dietary intake of iron was negatively associated with hf in adults without exceeding the tolerable maximum daily intake of 45 mg/day.,iron,39529173,2
l1 was able to bring patients to a negative iron balance at doses of 50-120 mg/kg/day.,iron,11099897,2
in group a combination of sodium feredetate (containing 33 mg of elemental iron) along with vitamin b12 (15 microg) and folic acid (1.5 mg) was administered twice a day.,iron,17915799,2
the maximum adsorption capacity of iron ions obtained in this study was 64 mg/g using sand-coated 2%ag (dose = 0.2 g/l) at 24  degrees c in 4 h.,iron,40341512,2
iron (mean absolute dose 710 +/- 560 mg).,iron,11708414,2
"interventions: at 12, 24, and 36 weeks' gestation (within one week) and 16-24 weeks after delivery women ate a breakfast of meat, bread, and orange juice (3.2 mg iron), extrinsically labelled with the stable isotope iron-54 (2.8 mg); the stable isotope iron-57 (200 micrograms) was given intravenously.",iron,8038670,2
